vector,label,mean,std,p05,p95,count
centered,truthful,-0.09988534450531006,4.184551239013672,-7.943854331970215,5.662882924079895,96
centered,sycophantic,0.23387721180915833,3.9933791160583496,-7.518221378326416,5.848001480102539,41
raw,truthful,5.552556991577148,4.140339374542236,-0.9617032408714294,12.306426048278809,96
raw,sycophantic,4.987867832183838,3.7061121463775635,-3.281228542327881,9.5695161819458,41
